"statefip","stateabbrev","area","MSAname","countyfip","county_town_name"
"26","MI","13020","Bay City, MI","017","Bay County"
"26","MI","45900","Traverse City, MI","019","Benzie County"
"26","MI","35660","Niles, MI","021","Berrien County"
"26","MI","2600004","Southern Michigan nonmetropolitan area","023","Branch County"
"26","MI","12980","Battle Creek, MI","025","Calhoun County"
"26","MI","43780","South Bend-Mishawaka, IN-MI","027","Cass County"
"26","MI","2600002","Northern Michigan nonmetropolitan area","029","Charlevoix County"
"26","MI","2600002","Northern Michigan nonmetropolitan area","031","Cheboygan County"
"26","MI","2600001","Upper Peninsula of Michigan nonmetropolitan area","033","Chippewa County"
"26","MI","2600003","Mid Michigan nonmetropolitan area","035","Clare County"
"26","MI","29620","Lansing-East Lansing, MI","037","Clinton County"
"26","MI","2600002","Northern Michigan nonmetropolitan area","039","Crawford County"
"26","MI","2600001","Upper Peninsula of Michigan nonmetropolitan area","041","Delta County"
"26","MI","2600001","Upper Peninsula of Michigan nonmetropolitan area","043","Dickinson County"
"26","MI","29620","Lansing-East Lansing, MI","045","Eaton County"
"26","MI","2600002","Northern Michigan nonmetropolitan area","047","Emmet County"
"26","MI","22420","Flint, MI","049","Genesee County"
"26","MI","2600003","Mid Michigan nonmetropolitan area","051","Gladwin County"
"26","MI","2600001","Upper Peninsula of Michigan nonmetropolitan area","053","Gogebic County"
"26","MI","45900","Traverse City, MI","055","Grand Traverse County"
"26","MI","2600003","Mid Michigan nonmetropolitan area","057","Gratiot County"
"26","MI","2600004","Southern Michigan nonmetropolitan area","059","Hillsdale County"
"26","MI","2600001","Upper Peninsula of Michigan nonmetropolitan area","061","Houghton County"
"26","MI","2600003","Mid Michigan nonmetropolitan area","063","Huron County"
"26","MI","29620","Lansing-East Lansing, MI","065","Ingham County"
"26","MI","24340","Grand Rapids-Wyoming-Kentwood, MI","067","Ionia County"
"26","MI","2600002","Northern Michigan nonmetropolitan area","069","Iosco County"
"26","MI","2600001","Upper Peninsula of Michigan nonmetropolitan area","071","Iron County"
"26","MI","2600003","Mid Michigan nonmetropolitan area","073","Isabella County"
"26","MI","27100","Jackson, MI","075","Jackson County"
"26","MI","28020","Kalamazoo-Portage, MI","077","Kalamazoo County"
"26","MI","45900","Traverse City, MI","079","Kalkaska County"
"26","MI","24340","Grand Rapids-Wyoming-Kentwood, MI","081","Kent County"
"26","MI","2600001","Upper Peninsula of Michigan nonmetropolitan area","083","Keweenaw County"
"26","MI","2600003","Mid Michigan nonmetropolitan area","085","Lake County"
"26","MI","19820","Detroit-Warren-Dearborn, MI","087","Lapeer County"
"26","MI","45900","Traverse City, MI","089","Leelanau County"
"26","MI","2600004","Southern Michigan nonmetropolitan area","091","Lenawee County"
"26","MI","19820","Detroit-Warren-Dearborn, MI","093","Livingston County"
"26","MI","2600001","Upper Peninsula of Michigan nonmetropolitan area","095","Luce County"
"26","MI","2600001","Upper Peninsula of Michigan nonmetropolitan area","097","Mackinac County"
"26","MI","19820","Detroit-Warren-Dearborn, MI","099","Macomb County"
"26","MI","2600002","Northern Michigan nonmetropolitan area","101","Manistee County"
"26","MI","2600001","Upper Peninsula of Michigan nonmetropolitan area","103","Marquette County"
"26","MI","2600003","Mid Michigan nonmetropolitan area","105","Mason County"
"26","MI","2600003","Mid Michigan nonmetropolitan area","107","Mecosta County"
"26","MI","2600001","Upper Peninsula of Michigan nonmetropolitan area","109","Menominee County"
"26","MI","33220","Midland, MI","111","Midland County"
"26","MI","2600002","Northern Michigan nonmetropolitan area","113","Missaukee County"
"26","MI","33780","Monroe, MI","115","Monroe County"
"26","MI","24340","Grand Rapids-Wyoming-Kentwood, MI","117","Montcalm County"
"26","MI","2600002","Northern Michigan nonmetropolitan area","119","Montmorency County"
"26","MI","34740","Muskegon-Norton Shores, MI","121","Muskegon County"
"26","MI","2600003","Mid Michigan nonmetropolitan area","123","Newaygo County"
"26","MI","19820","Detroit-Warren-Dearborn, MI","125","Oakland County"
"26","MI","2600003","Mid Michigan nonmetropolitan area","127","Oceana County"
"26","MI","2600002","Northern Michigan nonmetropolitan area","129","Ogemaw County"
"26","MI","2600001","Upper Peninsula of Michigan nonmetropolitan area","131","Ontonagon County"
"26","MI","2600003","Mid Michigan nonmetropolitan area","133","Osceola County"
"26","MI","2600002","Northern Michigan nonmetropolitan area","135","Oscoda County"
"26","MI","2600002","Northern Michigan nonmetropolitan area","137","Otsego County"
"26","MI","24340","Grand Rapids-Wyoming-Kentwood, MI","139","Ottawa County"
"26","MI","2600002","Northern Michigan nonmetropolitan area","141","Presque Isle County"
"26","MI","2600002","Northern Michigan nonmetropolitan area","143","Roscommon County"
"26","MI","40980","Saginaw, MI","145","Saginaw County"
"26","MI","19820","Detroit-Warren-Dearborn, MI","147","St. Clair County"
"26","MI","2600004","Southern Michigan nonmetropolitan area","149","St. Joseph County"
"26","MI","2600003","Mid Michigan nonmetropolitan area","151","Sanilac County"
"26","MI","2600001","Upper Peninsula of Michigan nonmetropolitan area","153","Schoolcraft County"
"26","MI","2600003","Mid Michigan nonmetropolitan area","155","Shiawassee County"
"26","MI","2600003","Mid Michigan nonmetropolitan area","157","Tuscola County"
"26","MI","2600004","Southern Michigan nonmetropolitan area","159","Van Buren County"
"26","MI","11460","Ann Arbor, MI","161","Washtenaw County"
"26","MI","19820","Detroit-Warren-Dearborn, MI","163","Wayne County"
"26","MI","2600002","Northern Michigan nonmetropolitan area","165","Wexford County"
"27","MN","2700002","Northeast Minnesota nonmetropolitan area","001","Aitkin County"
"27","MN","33460","Minneapolis-St. Paul-Bloomington, MN-WI","003","Anoka County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","005","Becker County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","007","Beltrami County"
"27","MN","41060","St. Cloud, MN","009","Benton County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","011","Big Stone County"
"27","MN","31860","Mankato, MN","013","Blue Earth County"
"27","MN","2700004","Southeast Minnesota nonmetropolitan area","015","Brown County"
"27","MN","20260","Duluth, MN-WI","017","Carlton County"
"27","MN","33460","Minneapolis-St. Paul-Bloomington, MN-WI","019","Carver County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","021","Cass County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","023","Chippewa County"
"27","MN","33460","Minneapolis-St. Paul-Bloomington, MN-WI","025","Chisago County"
"27","MN","22020","Fargo, ND-MN","027","Clay County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","029","Clearwater County"
"27","MN","2700002","Northeast Minnesota nonmetropolitan area","031","Cook County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","033","Cottonwood County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","035","Crow Wing County"
"27","MN","33460","Minneapolis-St. Paul-Bloomington, MN-WI","037","Dakota County"
"27","MN","40340","Rochester, MN","039","Dodge County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","041","Douglas County"
"27","MN","2700004","Southeast Minnesota nonmetropolitan area","043","Faribault County"
"27","MN","40340","Rochester, MN","045","Fillmore County"
"27","MN","2700004","Southeast Minnesota nonmetropolitan area","047","Freeborn County"
"27","MN","2700004","Southeast Minnesota nonmetropolitan area","049","Goodhue County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","051","Grant County"
"27","MN","33460","Minneapolis-St. Paul-Bloomington, MN-WI","053","Hennepin County"
"27","MN","29100","La Crosse-Onalaska, WI-MN","055","Houston County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","057","Hubbard County"
"27","MN","33460","Minneapolis-St. Paul-Bloomington, MN-WI","059","Isanti County"
"27","MN","2700002","Northeast Minnesota nonmetropolitan area","061","Itasca County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","063","Jackson County"
"27","MN","2700002","Northeast Minnesota nonmetropolitan area","065","Kanabec County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","067","Kandiyohi County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","069","Kittson County"
"27","MN","2700002","Northeast Minnesota nonmetropolitan area","071","Koochiching County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","073","Lac qui Parle County"
"27","MN","2700002","Northeast Minnesota nonmetropolitan area","075","Lake County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","077","Lake of the Woods County"
"27","MN","33460","Minneapolis-St. Paul-Bloomington, MN-WI","079","Le Sueur County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","081","Lincoln County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","083","Lyon County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","085","McLeod County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","087","Mahnomen County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","089","Marshall County"
"27","MN","2700004","Southeast Minnesota nonmetropolitan area","091","Martin County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","093","Meeker County"
"27","MN","33460","Minneapolis-St. Paul-Bloomington, MN-WI","095","Mille Lacs County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","097","Morrison County"
"27","MN","2700004","Southeast Minnesota nonmetropolitan area","099","Mower County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","101","Murray County"
"27","MN","31860","Mankato, MN","103","Nicollet County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","105","Nobles County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","107","Norman County"
"27","MN","40340","Rochester, MN","109","Olmsted County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","111","Otter Tail County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","113","Pennington County"
"27","MN","2700002","Northeast Minnesota nonmetropolitan area","115","Pine County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","117","Pipestone County"
"27","MN","24220","Grand Forks, ND-MN","119","Polk County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","121","Pope County"
"27","MN","33460","Minneapolis-St. Paul-Bloomington, MN-WI","123","Ramsey County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","125","Red Lake County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","127","Redwood County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","129","Renville County"
"27","MN","2700004","Southeast Minnesota nonmetropolitan area","131","Rice County"
"27","MN","43620","Sioux Falls, SD-MN","133","Rock County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","135","Roseau County"
"27","MN","20260","Duluth, MN-WI","137","St. Louis County"
"27","MN","33460","Minneapolis-St. Paul-Bloomington, MN-WI","139","Scott County"
"27","MN","33460","Minneapolis-St. Paul-Bloomington, MN-WI","141","Sherburne County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","143","Sibley County"
"27","MN","41060","St. Cloud, MN","145","Stearns County"
"27","MN","2700004","Southeast Minnesota nonmetropolitan area","147","Steele County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","149","Stevens County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","151","Swift County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","153","Todd County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","155","Traverse County"
"27","MN","40340","Rochester, MN","157","Wabasha County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","159","Wadena County"
"27","MN","2700004","Southeast Minnesota nonmetropolitan area","161","Waseca County"
"27","MN","33460","Minneapolis-St. Paul-Bloomington, MN-WI","163","Washington County"
"27","MN","2700004","Southeast Minnesota nonmetropolitan area","165","Watonwan County"
"27","MN","2700001","Northwest Minnesota nonmetropolitan area","167","Wilkin County"
"27","MN","2700004","Southeast Minnesota nonmetropolitan area","169","Winona County"
"27","MN","33460","Minneapolis-St. Paul-Bloomington, MN-WI","171","Wright County"
"27","MN","2700003","Southwest Minnesota nonmetropolitan area","173","Yellow Medicine County"
"28","MS","2800007","Lower West Mississippi nonmetropolitan area","001","Adams County"
"28","MS","2800006","Upper East Mississippi nonmetropolitan area","003","Alcorn County"
"28","MS","2800007","Lower West Mississippi nonmetropolitan area","005","Amite County"
"28","MS","2800005","West Delta Mississippi nonmetropolitan area","007","Attala County"
"28","MS","32820","Memphis, TN-MS-AR","009","Benton County"
"28","MS","2800005","West Delta Mississippi nonmetropolitan area","011","Bolivar County"
"28","MS","2800006","Upper East Mississippi nonmetropolitan area","013","Calhoun County"
"28","MS","2800005","West Delta Mississippi nonmetropolitan area","015","Carroll County"
"28","MS","2800006","Upper East Mississippi nonmetropolitan area","017","Chickasaw County"
"28","MS","2800006","Upper East Mississippi nonmetropolitan area","019","Choctaw County"
"28","MS","2800007","Lower West Mississippi nonmetropolitan area","021","Claiborne County"
"28","MS","2800008","Lower East Mississippi nonmetropolitan area","023","Clarke County"
"28","MS","2800006","Upper East Mississippi nonmetropolitan area","025","Clay County"
"28","MS","2800005","West Delta Mississippi nonmetropolitan area","027","Coahoma County"
"28","MS","27140","Jackson, MS","029","Copiah County"
"28","MS","2800008","Lower East Mississippi nonmetropolitan area","031","Covington County"
"28","MS","32820","Memphis, TN-MS-AR","033","DeSoto County"
"28","MS","25620","Hattiesburg, MS","035","Forrest County"
"28","MS","2800007","Lower West Mississippi nonmetropolitan area","037","Franklin County"
"28","MS","2800008","Lower East Mississippi nonmetropolitan area","039","George County"
"28","MS","2800008","Lower East Mississippi nonmetropolitan area","041","Greene County"
"28","MS","2800005","West Delta Mississippi nonmetropolitan area","043","Grenada County"
"28","MS","25060","Gulfport-Biloxi, MS","045","Hancock County"
